product_id,product_name,category,subcategory,brand,unit_cost,selling_price
P0342,Philips Wireless Headphones 342,Electronics,Audio,Philips,989.07,1481.69
P0343,Adidas USB Cable 343,Electronics,Accessories,Adidas,719.33,1113.28
P0344,Nestle Bed Sheet Set 344,Home & Living,Bedding,Nestle,1024.27,1559.96
P0345,Philips Premium Smartphone 345,Electronics,Mobile,Philips,1771.9,2794.04
P0346,LG Comforter 346,Home & Living,Bedding,LG,129.28,191.51
P0347,Generic Air Fryer 347,Home Appliances,Kitchen,Generic,2349.74,3448.06
P0348,Nike Camping Chair 348,Sports,Outdoor,Nike,353.52,449.46
P0349,L'Oreal Gaming Laptop 349,Electronics,Laptop,L'Oreal,708.77,831.57
P0350,Adidas Budget Smartphone 350,Electronics,Mobile,Adidas,1367.55,2147.39
P0351,Samsung Air Fryer 351,Home Appliances,Kitchen,Samsung,1762.32,2572.45
P0352,Philips Coffee Table 352,Home & Living,Furniture,Philips,2896.05,3336.9
P0353,L'Oreal Business Laptop 353,Electronics,Laptop,L'Oreal,2919.83,4120.03
P0354,IKEA Hiking Backpack 354,Sports,Outdoor,IKEA,1041.11,1446.63
P0355,LG Eau de Toilette 355,Beauty,Fragrance,LG,621.52,903.1
P0356,Philips Potato Chips 356,Grocery,Snacks,Philips,2197.87,2682.0
P0357,Philips Robot Vacuum 357,Home Appliances,Cleaning,Philips,547.91,800.87
P0358,Nestle Moisturizer 358,Beauty,Skincare,Nestle,1501.58,2144.3
P0359,P&G Men's Shirt 359,Fashion,Men,P&G,110.55,173.44
P0360,LG Yoga Mat 360,Sports,Fitness,LG,1809.82,2847.56
P0361,Philips Treadmill 361,Sports,Fitness,Philips,1960.67,2348.82
P0362,Apple Ultrabook 362,Electronics,Laptop,Apple,163.67,260.19
P0363,L'Oreal Women's T-Shirt 363,Fashion,Women,L'Oreal,2262.23,2693.68
P0364,IKEA Women's T-Shirt 364,Fashion,Women,IKEA,1958.52,2926.69
P0365,Nike USB Cable 365,Electronics,Accessories,Nike,2427.38,3624.15
P0366,Adidas Women's Jacket 366,Fashion,Women,Adidas,2609.32,3441.83
P0367,Adidas Bed Sheet Set 367,Home & Living,Bedding,Adidas,998.58,1431.56
P0368,Philips Air Cooler 368,Home Appliances,Cooling,Philips,1177.9,1592.42
P0369,Samsung Soft Drink 369,Grocery,Beverages,Samsung,697.26,824.82
P0370,P&G Bluetooth Speaker 370,Electronics,Audio,P&G,1934.88,2886.27
P0371,Sony Women's Dress 371,Fashion,Women,Sony,2592.73,3587.27
P0372,Generic Vacuum Cleaner 372,Home Appliances,Cleaning,Generic,2445.02,2931.61
P0373,Apple Microwave 373,Home Appliances,Kitchen,Apple,1748.91,2431.2
P0374,IKEA Camping Chair 374,Sports,Outdoor,IKEA,2442.7,3598.48
P0375,Philips Cleanser 375,Beauty,Skincare,Philips,1303.97,2025.75
P0376,Generic Picture Frame 376,Home & Living,Decor,Generic,745.58,1168.45
P0377,LG Camping Tent 377,Sports,Outdoor,LG,1447.97,1791.94
P0378,LG Treadmill 378,Sports,Fitness,LG,1578.79,2291.68
P0379,Generic Camping Chair 379,Sports,Outdoor,Generic,1751.18,2084.49
P0380,Apple Potato Chips 380,Grocery,Snacks,Apple,2930.64,4455.83
P0381,Adidas Cleanser 381,Beauty,Skincare,Adidas,2581.06,3897.15
P0382,P&G Air Conditioner 382,Home Appliances,Cooling,P&G,1710.59,2164.67
P0383,LG Wireless Charger 383,Electronics,Accessories,LG,279.38,423.84
P0384,P&G Shampoo 384,Beauty,Haircare,P&G,1906.79,3009.17
P0385,Nike Bed Sheet Set 385,Home & Living,Bedding,Nike,2654.94,3325.67
P0386,Nestle Women's T-Shirt 386,Fashion,Women,Nestle,1244.86,1902.07
P0387,P&G Men's T-Shirt 387,Fashion,Men,P&G,1678.78,2123.72
P0388,Apple Wireless Charger 388,Electronics,Accessories,Apple,2471.39,3313.35
P0389,L'Oreal Kids Jeans 389,Fashion,Kids,L'Oreal,2304.64,2805.59
P0390,Philips Biscuits 390,Grocery,Snacks,Philips,721.0,1111.18
P0391,Adidas Smartphone 391,Electronics,Mobile,Adidas,305.23,354.26
P0392,Sony Camping Chair 392,Sports,Outdoor,Sony,1649.16,2068.67
P0393,L'Oreal Dumbbell Set 393,Sports,Fitness,L'Oreal,442.49,563.53
P0394,Philips Fan 394,Home Appliances,Cooling,Philips,1224.87,1644.62
P0395,L'Oreal Air Conditioner 395,Home Appliances,Cooling,L'Oreal,67.15,87.53
P0396,Sony Treadmill 396,Sports,Fitness,Sony,2178.53,3072.32
P0397,LG Air Conditioner 397,Home Appliances,Cooling,LG,2684.69,3319.19
P0398,Samsung Men's Jacket 398,Fashion,Men,Samsung,1043.81,1490.27
P0399,Samsung Eau de Toilette 399,Beauty,Fragrance,Samsung,2015.42,2381.16
P0400,P&G Wall Clock 400,Home & Living,Decor,P&G,1786.58,2601.37
P0401,Nestle Hair Mask 401,Beauty,Haircare,Nestle,587.17,689.07
P0402,Apple Conditioner 402,Beauty,Haircare,Apple,1682.19,2487.61
P0403,P&G Coffee Table 403,Home & Living,Furniture,P&G,1695.64,2680.69
P0404,L'Oreal Body Mist 404,Beauty,Fragrance,L'Oreal,1616.77,1929.62
P0405,Generic Running Shoes 405,Sports,Sportswear,Generic,916.54,1458.73
P0406,Adidas Soundbar 406,Electronics,Audio,Adidas,2923.01,3387.8
P0407,P&G Sofa 407,Home & Living,Furniture,P&G,1629.07,2490.71
P0408,LG Wall Clock 408,Home & Living,Decor,LG,786.0,1182.58
P0409,Philips Premium Smartphone 409,Electronics,Mobile,Philips,1530.38,1869.65
P0410,LG Yoga Mat 410,Sports,Fitness,LG,697.52,909.39
P0411,Philips Women's Jeans 411,Fashion,Women,Philips,2812.13,3934.76
P0412,Sony Sunscreen 412,Beauty,Skincare,Sony,853.52,1343.5
P0413,Adidas Chocolate 413,Grocery,Snacks,Adidas,2759.79,3790.94
P0414,Generic Bed Sheet Set 414,Home & Living,Bedding,Generic,1185.31,1630.42
P0415,Nestle Juice 415,Grocery,Beverages,Nestle,2456.0,3245.06
P0416,Nike Kids Jacket 416,Fashion,Kids,Nike,2374.29,3055.96
P0417,Philips Women's Jacket 417,Fashion,Women,Philips,537.1,785.63
P0418,LG Chocolate 418,Grocery,Snacks,LG,1930.1,2933.98
P0419,Samsung Comforter 419,Home & Living,Bedding,Samsung,1826.99,2215.48
P0420,Nike Training Shoes 420,Sports,Sportswear,Nike,541.02,744.53
P0421,Nike Women's Dress 421,Fashion,Women,Nike,2005.59,2416.32
P0422,Apple Cushion 422,Home & Living,Decor,Apple,422.8,669.46
P0423,Generic Shampoo 423,Beauty,Haircare,Generic,2810.62,4340.29
P0424,IKEA Steam Cleaner 424,Home Appliances,Cleaning,IKEA,1815.61,2386.0
P0425,Philips Cooking Oil 425,Grocery,Pantry,Philips,591.51,736.6
P0426,Apple Face Cream 426,Beauty,Skincare,Apple,1866.1,2395.72
P0427,L'Oreal Cooking Oil 427,Grocery,Pantry,L'Oreal,242.4,364.14
P0428,Sony Exercise Bike 428,Sports,Fitness,Sony,2082.64,2453.42
P0429,LG USB Cable 429,Electronics,Accessories,LG,702.11,880.93
P0430,LG Sofa 430,Home & Living,Furniture,LG,1590.58,2134.14
P0431,LG Coffee Maker 431,Home Appliances,Kitchen,LG,1360.36,1683.55
P0432,IKEA Fan 432,Home Appliances,Cooling,IKEA,2486.06,3679.68
P0433,Philips Pillow 433,Home & Living,Bedding,Philips,760.77,920.69
P0434,Nike Wall Clock 434,Home & Living,Decor,Nike,794.24,1185.11
P0435,Philips Air Conditioner 435,Home Appliances,Cooling,Philips,984.03,1501.08
P0436,Philips Perfume 436,Beauty,Fragrance,Philips,2408.58,3809.91
P0437,Samsung USB Cable 437,Electronics,Accessories,Samsung,812.24,1170.23
P0438,LG Cushion 438,Home & Living,Decor,LG,312.29,427.75
P0439,Apple Wireless Charger 439,Electronics,Accessories,Apple,745.56,1076.04
P0440,L'Oreal Wireless Headphones 440,Electronics,Audio,L'Oreal,1195.54,1622.05
P0441,Nestle Table Lamp 441,Home & Living,Decor,Nestle,416.77,498.44
P0442,L'Oreal Women's Dress 442,Fashion,Women,L'Oreal,2430.47,2878.62
P0443,Nestle 5G Smartphone 443,Electronics,Mobile,Nestle,134.51,209.27
P0444,Generic Picture Frame 444,Home & Living,Decor,Generic,1496.45,1981.09
P0445,P&G Bed Sheet Set 445,Home & Living,Bedding,P&G,1849.52,2182.42
P0446,Sony Perfume 446,Beauty,Fragrance,Sony,2217.55,3061.33
P0447,P&G Air Fryer 447,Home Appliances,Kitchen,P&G,133.31,198.07
P0448,Sony Premium Smartphone 448,Electronics,Mobile,Sony,334.0,389.45
P0449,Philips Sofa 449,Home & Living,Furniture,Philips,1072.69,1376.73
P0450,LG Cleanser 450,Beauty,Skincare,LG,2828.1,4249.87
P0451,IKEA Pasta 451,Grocery,Pantry,IKEA,313.22,453.27
P0452,Nestle Men's Jeans 452,Fashion,Men,Nestle,266.2,367.78
P0453,P&G Energy Drink 453,Grocery,Beverages,P&G,698.97,1110.8
P0454,Apple Camping Chair 454,Sports,Outdoor,Apple,381.73,544.64
P0455,L'Oreal Yoga Mat 455,Sports,Fitness,L'Oreal,2880.28,3932.2
P0456,Nestle Potato Chips 456,Grocery,Snacks,Nestle,393.2,536.11
P0457,Nike Laptop 457,Electronics,Laptop,Nike,1755.62,2609.96
P0458,IKEA Business Laptop 458,Electronics,Laptop,IKEA,1028.04,1611.59
P0459,L'Oreal Women's T-Shirt 459,Fashion,Women,L'Oreal,1307.59,1762.28
P0460,Nike Nuts 460,Grocery,Snacks,Nike,737.26,888.16
P0461,Samsung Cereal 461,Grocery,Pantry,Samsung,2977.4,4323.65
P0462,Samsung Air Conditioner 462,Home Appliances,Cooling,Samsung,1641.17,2357.1
P0463,P&G Wall Clock 463,Home & Living,Decor,P&G,2190.9,3285.04
P0464,IKEA Conditioner 464,Beauty,Haircare,IKEA,2264.5,2878.63
P0465,Apple Eau de Toilette 465,Beauty,Fragrance,Apple,412.55,609.21
P0466,Sony Biscuits 466,Grocery,Snacks,Sony,2525.3,3736.84
P0467,Philips Face Cream 467,Beauty,Skincare,Philips,2235.4,3186.28
P0468,Sony Blanket 468,Home & Living,Bedding,Sony,2072.88,3198.44
P0469,L'Oreal Camping Tent 469,Sports,Outdoor,L'Oreal,497.01,674.79
P0470,P&G Running Shoes 470,Sports,Sportswear,P&G,2230.3,3449.5
P0471,P&G USB Cable 471,Electronics,Accessories,P&G,1216.45,1836.88
P0472,L'Oreal Moisturizer 472,Beauty,Skincare,L'Oreal,2232.2,3385.81
P0473,L'Oreal Ultrabook 473,Electronics,Laptop,L'Oreal,2355.7,3296.57
P0474,Nestle Pillow 474,Home & Living,Bedding,Nestle,2523.09,3846.97
P0475,L'Oreal Dumbbell Set 475,Sports,Fitness,L'Oreal,2280.86,3319.27
P0476,Sony Sports T-Shirt 476,Sports,Sportswear,Sony,930.7,1437.46
P0477,Nestle Microwave 477,Home Appliances,Kitchen,Nestle,1168.42,1681.96
P0478,P&G Kids Jeans 478,Fashion,Kids,P&G,1787.27,2370.25
P0479,Nike Cushion 479,Home & Living,Decor,Nike,551.55,641.5
P0480,LG Treadmill 480,Sports,Fitness,LG,2386.71,2844.59
P0481,LG Air Conditioner 481,Home Appliances,Cooling,LG,1934.13,2280.7
P0482,Nestle Sports T-Shirt 482,Sports,Sportswear,Nestle,2114.77,2482.24
P0483,Apple Gaming Laptop 483,Electronics,Laptop,Apple,824.07,1253.63
P0484,Sony Juice 484,Grocery,Beverages,Sony,2092.34,3108.52
P0485,Philips Robot Vacuum 485,Home Appliances,Cleaning,Philips,2478.89,3431.11
P0486,LG Eau de Toilette 486,Beauty,Fragrance,LG,998.01,1342.63
P0487,LG Potato Chips 487,Grocery,Snacks,LG,1802.71,2669.9
P0488,L'Oreal Sunscreen 488,Beauty,Skincare,L'Oreal,912.34,1120.41
P0489,LG Robot Vacuum 489,Home Appliances,Cleaning,LG,372.64,497.27
P0490,Generic Exercise Bike 490,Sports,Fitness,Generic,2225.16,3510.5
P0491,L'Oreal Microwave 491,Home Appliances,Kitchen,L'Oreal,1099.46,1429.88
P0492,IKEA Perfume 492,Beauty,Fragrance,IKEA,1765.71,2496.56
P0493,Samsung Robot Vacuum 493,Home Appliances,Cleaning,Samsung,910.2,1432.02
P0494,Sony Kids Jeans 494,Fashion,Kids,Sony,692.11,913.32
P0495,LG Air Fryer 495,Home Appliances,Kitchen,LG,1316.84,2069.82
P0496,Nike Power Bank 496,Electronics,Accessories,Nike,260.19,384.45
P0497,Sony Potato Chips 497,Grocery,Snacks,Sony,2345.03,2704.2
P0498,Nike Women's Jeans 498,Fashion,Women,Nike,1838.47,2226.22
P0499,P&G Office Chair 499,Home & Living,Furniture,P&G,2870.71,3390.4
P0500,Nestle Conditioner 500,Beauty,Haircare,Nestle,128.14,163.26
